order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO69998,295,16672,2013-11-03,2013-11-10,2013-11-15,5,1,5.0
SO69999,127,12587,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO69999,290,12587,2013-11-03,2013-11-10,2013-11-15,4,1,4.0
SO69999,285,12587,2013-11-03,2013-11-10,2013-11-15,21,1,21.0
SO70000,126,17155,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70000,285,17155,2013-11-03,2013-11-10,2013-11-15,21,1,21.0
SO70000,166,17155,2013-11-03,2013-11-10,2013-11-15,9,1,9.0
SO70001,131,10799,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70001,245,10799,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70002,131,10711,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70002,245,10711,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70003,137,7682,2013-11-03,2013-11-10,2013-11-15,1701,1,1701.0
SO70003,246,7682,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70004,137,7607,2013-11-03,2013-11-10,2013-11-15,1701,1,1701.0
SO70004,245,7607,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70005,130,14533,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70005,105,14533,2013-11-03,2013-11-10,2013-11-15,9,1,9.0
SO70005,295,14533,2013-11-03,2013-11-10,2013-11-15,5,1,5.0
SO70005,276,14533,2013-11-03,2013-11-10,2013-11-15,54,1,54.0
SO70006,134,14575,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70006,244,14575,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70007,132,10049,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70007,245,10049,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70008,134,10010,2013-11-03,2013-11-10,2013-11-15,1120,1,1120.0
SO70008,278,10010,2013-11-03,2013-11-10,2013-11-15,54,1,54.0
SO70009,128,3163,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70010,127,17388,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70010,285,17388,2013-11-03,2013-11-10,2013-11-15,21,1,21.0
SO70010,290,17388,2013-11-03,2013-11-10,2013-11-15,4,1,4.0
SO70010,244,17388,2013-11-03,2013-11-10,2013-11-15,35,1,35.0
SO70011,128,14510,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70012,128,17377,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70012,285,17377,2013-11-03,2013-11-10,2013-11-15,21,1,21.0
SO70012,290,17377,2013-11-03,2013-11-10,2013-11-15,4,1,4.0
SO70012,259,17377,2013-11-03,2013-11-10,2013-11-15,2,1,2.0
SO70013,129,424,2013-11-03,2013-11-10,2013-11-15,540,1,540.0
SO70013,295,424,2013-11-03,2013-11-10,2013-11-15,5,1,5.0
SO70013,105,424,2013-11-03,2013-11-10,2013-11-15,9,1,9.0
SO70013,166,424,2013-11-03,2013-11-10,2013-11-15,9,1,9.0
SO70014,146,128,2013-11-03,2013-11-10,2013-11-15,742,1,742.0
SO70014,291,128,2013-11-03,2013-11-10,2013-11-15,5,1,5.0
SO70014,288,128,2013-11-03,2013-11-10,2013-11-15,29,1,29.0
SO70014,259,128,2013-11-03,2013-11-10,2013-11-15,2,1,2.0
SO70015,151,136,2013-11-03,2013-11-10,2013-11-15,742,1,742.0
SO70016,136,15830,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70016,290,15830,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70016,286,15830,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70016,259,15830,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70017,137,15856,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70017,105,15856,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70017,295,15856,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70018,137,11596,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70018,105,11596,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70019,138,8290,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70019,245,8290,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70020,286,3011,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70020,290,3011,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70021,286,3311,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70022,174,7719,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70022,247,7719,2013-11-04,2013-11-11,2013-11-16,55,1,55.0
SO70022,168,7719,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70023,174,7218,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70023,168,7218,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70024,290,15038,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70024,285,15038,2013-11-04,2013-11-11,2013-11-16,21,1,21.0
SO70024,292,15038,2013-11-04,2013-11-11,2013-11-16,64,1,64.0
SO70025,295,123,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70025,104,123,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70026,244,6318,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70026,235,6318,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70027,116,3804,2013-11-04,2013-11-11,2013-11-16,769,1,769.0
SO70027,249,3804,2013-11-04,2013-11-11,2013-11-16,50,1,50.0
SO70027,233,3804,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70028,125,10059,2013-11-04,2013-11-11,2013-11-16,2320,1,2320.0
SO70028,284,10059,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70028,289,10059,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70028,244,10059,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70029,125,1854,2013-11-04,2013-11-11,2013-11-16,2320,1,2320.0
SO70029,289,1854,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70029,284,1854,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70029,259,1854,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70030,123,3977,2013-11-04,2013-11-11,2013-11-16,2320,1,2320.0
SO70030,295,3977,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70030,104,3977,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70030,166,3977,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70030,245,3977,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70031,120,3931,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70031,174,3931,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70031,280,3931,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70032,124,8924,2013-11-04,2013-11-11,2013-11-16,2320,1,2320.0
SO70032,244,8924,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70033,121,1713,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70033,247,1713,2013-11-04,2013-11-11,2013-11-16,55,1,55.0
SO70033,245,1713,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70034,166,1963,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70035,291,17054,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70035,247,17054,2013-11-04,2013-11-11,2013-11-16,55,1,55.0
SO70035,168,17054,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70036,291,16017,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70036,288,16017,2013-11-04,2013-11-11,2013-11-16,29,1,29.0
SO70036,245,16017,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70037,288,16610,2013-11-04,2013-11-11,2013-11-16,29,1,29.0
SO70037,291,16610,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70038,282,15070,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70039,291,15815,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70039,288,15815,2013-11-04,2013-11-11,2013-11-16,29,1,29.0
SO70039,235,15815,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70040,290,8648,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70040,287,8648,2013-11-04,2013-11-11,2013-11-16,33,1,33.0
SO70040,246,8648,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70041,283,12204,2013-11-04,2013-11-11,2013-11-16,30,1,30.0
SO70041,259,12204,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70042,287,13640,2013-11-04,2013-11-11,2013-11-16,33,1,33.0
SO70042,234,13640,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70043,104,2097,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70043,246,2097,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70043,248,2097,2013-11-04,2013-11-11,2013-11-16,50,1,50.0
SO70044,104,9391,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70044,295,9391,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70044,168,9391,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70045,295,7455,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70046,295,7458,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70046,168,7458,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70047,295,6589,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70048,295,9085,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70048,245,9085,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70049,295,5768,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70050,289,9762,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70050,259,9762,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70051,273,17478,2013-11-04,2013-11-11,2013-11-16,70,1,70.0
SO70051,250,17478,2013-11-04,2013-11-11,2013-11-16,50,1,50.0
SO70052,289,5282,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70052,168,5282,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70053,174,3536,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70053,104,3536,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70053,295,3536,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70054,273,5581,2013-11-04,2013-11-11,2013-11-16,70,1,70.0
SO70055,289,6963,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70055,282,6963,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70055,166,6963,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70055,246,6963,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70056,285,13851,2013-11-04,2013-11-11,2013-11-16,21,1,21.0
SO70056,290,13851,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70056,259,13851,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70057,291,14521,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70057,244,14521,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70058,174,2206,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70058,260,2206,2013-11-04,2013-11-11,2013-11-16,120,1,120.0
SO70059,246,499,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70060,112,5137,2013-11-04,2013-11-11,2013-11-16,565,1,565.0
SO70060,104,5137,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70060,295,5137,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70061,120,6595,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70061,174,6595,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70061,294,6595,2013-11-04,2013-11-11,2013-11-16,64,1,64.0
SO70062,125,6626,2013-11-04,2013-11-11,2013-11-16,2320,1,2320.0
SO70062,284,6626,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70062,259,6626,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70063,121,6583,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70063,104,6583,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70063,295,6583,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70063,245,6583,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70063,234,6583,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70064,121,2147,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70064,289,2147,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70064,284,2147,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70064,259,2147,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70065,119,4313,2013-11-04,2013-11-11,2013-11-16,769,1,769.0
SO70065,274,4313,2013-11-04,2013-11-11,2013-11-16,70,1,70.0
SO70066,156,8440,2013-11-04,2013-11-11,2013-11-16,1215,1,1215.0
SO70066,277,8440,2013-11-04,2013-11-11,2013-11-16,54,1,54.0
SO70067,151,18365,2013-11-04,2013-11-11,2013-11-16,742,1,742.0
SO70067,246,18365,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70068,130,15765,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70068,277,15765,2013-11-04,2013-11-11,2013-11-16,54,1,54.0
SO70069,136,13460,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70070,135,4646,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70070,286,4646,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70070,290,4646,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70070,259,4646,2013-11-04,2013-11-11,2013-11-16,2,1,2.0
SO70071,158,2115,2013-11-04,2013-11-11,2013-11-16,2384,1,2384.0
SO70071,105,2115,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70071,168,2115,2013-11-04,2013-11-11,2013-11-16,8,1,8.0
SO70072,160,2117,2013-11-04,2013-11-11,2013-11-16,2384,1,2384.0
SO70072,295,2117,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70072,105,2117,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70072,244,2117,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70073,127,14930,2013-11-04,2013-11-11,2013-11-16,540,1,540.0
SO70073,105,14930,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70073,295,14930,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70073,277,14930,2013-11-04,2013-11-11,2013-11-16,54,1,54.0
SO70073,166,14930,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70074,122,46,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70074,284,46,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70075,122,4727,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70075,104,4727,2013-11-04,2013-11-11,2013-11-16,10,1,10.0
SO70075,295,4727,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70075,244,4727,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70076,121,2051,2013-11-04,2013-11-11,2013-11-16,2295,1,2295.0
SO70076,174,2051,2013-11-04,2013-11-11,2013-11-16,22,1,22.0
SO70076,246,2051,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70077,155,15005,2013-11-04,2013-11-11,2013-11-16,1215,1,1215.0
SO70077,288,15005,2013-11-04,2013-11-11,2013-11-16,29,1,29.0
SO70077,291,15005,2013-11-04,2013-11-11,2013-11-16,5,1,5.0
SO70077,235,15005,2013-11-04,2013-11-11,2013-11-16,24,1,24.0
SO70078,129,10661,2013-11-04,2013-11-11,2013-11-16,540,1,540.0
SO70078,285,10661,2013-11-04,2013-11-11,2013-11-16,21,1,21.0
SO70078,290,10661,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70079,133,10783,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70079,275,10783,2013-11-04,2013-11-11,2013-11-16,54,1,54.0
SO70080,132,10607,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70080,248,10607,2013-11-04,2013-11-11,2013-11-16,50,1,50.0
SO70080,166,10607,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70081,133,10617,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70081,245,10617,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70082,136,7782,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70082,251,7782,2013-11-04,2013-11-11,2013-11-16,50,1,50.0
SO70082,279,7782,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70083,131,10037,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70083,275,10037,2013-11-04,2013-11-11,2013-11-16,54,1,54.0
SO70084,131,9981,2013-11-04,2013-11-11,2013-11-16,1120,1,1120.0
SO70084,166,9981,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70084,246,9981,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70085,163,5569,2013-11-04,2013-11-11,2013-11-16,2384,1,2384.0
SO70086,165,1131,2013-11-04,2013-11-11,2013-11-16,2384,1,2384.0
SO70086,245,1131,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70087,148,49,2013-11-04,2013-11-11,2013-11-16,742,1,742.0
SO70088,138,15355,2013-11-04,2013-11-11,2013-11-16,1701,1,1701.0
SO70088,286,15355,2013-11-04,2013-11-11,2013-11-16,25,1,25.0
SO70088,290,15355,2013-11-04,2013-11-11,2013-11-16,4,1,4.0
SO70088,244,15355,2013-11-04,2013-11-11,2013-11-16,35,1,35.0
SO70088,166,15355,2013-11-04,2013-11-11,2013-11-16,9,1,9.0
SO70089,141,10949,2013-11-05,2013-11-12,2013-11-17,2443,1,2443.0
SO70089,168,10949,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70090,168,1146,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70091,286,6230,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70091,259,6230,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70092,282,2984,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70093,174,8090,2013-11-05,2013-11-12,2013-11-17,22,1,22.0
SO70094,289,9621,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70094,284,9621,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70094,246,9621,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70095,290,9225,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70095,285,9225,2013-11-05,2013-11-12,2013-11-17,21,1,21.0
SO70095,247,9225,2013-11-05,2013-11-12,2013-11-17,55,1,55.0
SO70095,168,9225,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70096,274,16149,2013-11-05,2013-11-12,2013-11-17,70,1,70.0
SO70096,277,16149,2013-11-05,2013-11-12,2013-11-17,54,1,54.0
SO70097,104,18298,2013-11-05,2013-11-12,2013-11-17,10,1,10.0
SO70097,295,18298,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70097,246,18298,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70098,109,8314,2013-11-05,2013-11-12,2013-11-17,540,1,540.0
SO70098,174,8314,2013-11-05,2013-11-12,2013-11-17,22,1,22.0
SO70098,259,8314,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70099,278,807,2013-11-05,2013-11-12,2013-11-17,54,1,54.0
SO70100,166,1101,2013-11-05,2013-11-12,2013-11-17,9,1,9.0
SO70101,286,17967,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70101,290,17967,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70101,244,17967,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70102,290,17972,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70102,286,17972,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70102,245,17972,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70103,259,225,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70104,291,333,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70104,259,333,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70105,288,4763,2013-11-05,2013-11-12,2013-11-17,29,1,29.0
SO70105,291,4763,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70105,245,4763,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70106,285,16464,2013-11-05,2013-11-12,2013-11-17,21,1,21.0
SO70106,290,16464,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70106,259,16464,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70106,168,16464,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70107,282,15041,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70107,259,15041,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70108,282,15650,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70108,259,15650,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70109,287,14876,2013-11-05,2013-11-12,2013-11-17,33,1,33.0
SO70109,259,14876,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70110,283,12196,2013-11-05,2013-11-12,2013-11-17,30,1,30.0
SO70110,289,12196,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70110,244,12196,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70111,283,1974,2013-11-05,2013-11-12,2013-11-17,30,1,30.0
SO70111,289,1974,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70111,259,1974,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70112,289,8202,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70112,283,8202,2013-11-05,2013-11-12,2013-11-17,30,1,30.0
SO70112,259,8202,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70113,104,3660,2013-11-05,2013-11-12,2013-11-17,10,1,10.0
SO70113,295,3660,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70113,168,3660,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70114,272,8019,2013-11-05,2013-11-12,2013-11-17,70,1,70.0
SO70115,272,7881,2013-11-05,2013-11-12,2013-11-17,70,1,70.0
SO70116,295,6492,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70116,168,6492,2013-11-05,2013-11-12,2013-11-17,8,1,8.0
SO70117,295,6471,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70117,259,6471,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70118,295,6148,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70118,244,6148,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70119,289,5133,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70119,259,5133,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70119,281,5133,2013-11-05,2013-11-12,2013-11-17,159,1,159.0
SO70120,289,4900,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70120,259,4900,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70121,274,5593,2013-11-05,2013-11-12,2013-11-17,70,1,70.0
SO70121,166,5593,2013-11-05,2013-11-12,2013-11-17,9,1,9.0
SO70121,278,5593,2013-11-05,2013-11-12,2013-11-17,54,1,54.0
SO70122,284,5580,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70122,289,5580,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70122,246,5580,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70123,166,17453,2013-11-05,2013-11-12,2013-11-17,9,1,9.0
SO70123,285,17453,2013-11-05,2013-11-12,2013-11-17,21,1,21.0
SO70124,285,10096,2013-11-05,2013-11-12,2013-11-17,21,1,21.0
SO70124,290,10096,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70124,246,10096,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70125,290,15368,2013-11-05,2013-11-12,2013-11-17,4,1,4.0
SO70125,233,15368,2013-11-05,2013-11-12,2013-11-17,24,1,24.0
SO70125,285,15368,2013-11-05,2013-11-12,2013-11-17,21,1,21.0
SO70126,284,789,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70126,289,789,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70126,244,789,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70127,284,1095,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70127,259,1095,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70128,284,1121,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70128,289,1121,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70128,259,1121,2013-11-05,2013-11-12,2013-11-17,2,1,2.0
SO70129,284,1428,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70129,289,1428,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70129,245,1428,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70129,233,1428,2013-11-05,2013-11-12,2013-11-17,24,1,24.0
SO70130,108,3024,2013-11-05,2013-11-12,2013-11-17,540,1,540.0
SO70130,289,3024,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70130,282,3024,2013-11-05,2013-11-12,2013-11-17,25,1,25.0
SO70130,245,3024,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70130,294,3024,2013-11-05,2013-11-12,2013-11-17,64,1,64.0
SO70131,111,5140,2013-11-05,2013-11-12,2013-11-17,565,1,565.0
SO70132,112,5125,2013-11-05,2013-11-12,2013-11-17,565,1,565.0
SO70132,104,5125,2013-11-05,2013-11-12,2013-11-17,10,1,10.0
SO70132,247,5125,2013-11-05,2013-11-12,2013-11-17,55,1,55.0
SO70133,124,9184,2013-11-05,2013-11-12,2013-11-17,2320,1,2320.0
SO70133,247,9184,2013-11-05,2013-11-12,2013-11-17,55,1,55.0
SO70134,123,7077,2013-11-05,2013-11-12,2013-11-17,2320,1,2320.0
SO70134,289,7077,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70134,284,7077,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70134,246,7077,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70135,122,6625,2013-11-05,2013-11-12,2013-11-17,2295,1,2295.0
SO70135,174,6625,2013-11-05,2013-11-12,2013-11-17,22,1,22.0
SO70135,104,6625,2013-11-05,2013-11-12,2013-11-17,10,1,10.0
SO70136,120,6545,2013-11-05,2013-11-12,2013-11-17,2295,1,2295.0
SO70136,260,6545,2013-11-05,2013-11-12,2013-11-17,120,1,120.0
SO70137,124,6546,2013-11-05,2013-11-12,2013-11-17,2320,1,2320.0
SO70137,284,6546,2013-11-05,2013-11-12,2013-11-17,35,1,35.0
SO70137,289,6546,2013-11-05,2013-11-12,2013-11-17,5,1,5.0
SO70138,119,4292,2013-11-05,2013-11-12,2013-11-17,769,1,769.0
SO70138,273,4292,2013-11-05,2013-11-12,2013-11-17,70,1,70.0
SO70138,275,4292,2013-11-05,2013-11-12,2013-11-17,54,1,54.0
SO70139,116,2059,2013-11-05,2013-11-12,2013-11-17,769,1,769.0
